,,0,1,2,3,4
97.0,186,527.0,0.0,22.0,139.0,0.13664596273291926
97.0,194,0.0,0.0,0.0,0.0,0.0
97.0,68,158.0,0.0,4.0,43.0,0.0851063829787234
97.0,74,64.0,0.0,3.0,12.0,0.2
97.0,75,122.0,0.0,1.0,48.0,0.02040816326530612
97.0,79,166.0,0.0,8.0,57.0,0.12307692307692308
97.0,209,7.0,0.0,0.0,1.0,0.0
97.0,211,20.0,0.0,1.0,8.0,0.1111111111111111
97.0,87,69.0,0.0,2.0,21.0,0.08695652173913043
97.0,88,34.0,0.0,2.0,8.0,0.2
97.0,90,119.0,0.0,3.0,33.0,0.08333333333333333
97.0,224,60.0,0.0,1.0,13.0,0.07142857142857142
97.0,100,324.0,0.0,8.0,95.0,0.07766990291262135
97.0,229,219.0,0.0,15.0,75.0,0.16666666666666666
97.0,230,114.0,0.0,5.0,44.0,0.10204081632653061
97.0,231,94.0,0.0,2.0,34.0,0.05555555555555555
97.0,232,7.0,0.0,0.0,3.0,0.0
97.0,233,152.0,0.0,4.0,65.0,0.057971014492753624
97.0,234,167.0,0.0,4.0,51.0,0.07272727272727272
97.0,107,244.0,0.0,13.0,76.0,0.14606741573033707
97.0,236,414.0,0.0,19.0,157.0,0.10795454545454546
97.0,237,324.0,0.0,14.0,109.0,0.11382113821138211
97.0,238,231.0,0.0,2.0,86.0,0.022727272727272728
97.0,239,224.0,0.0,9.0,79.0,0.10227272727272728
97.0,113,126.0,0.0,7.0,42.0,0.14285714285714285
97.0,114,45.0,0.0,0.0,17.0,0.0
97.0,243,5.0,0.0,0.0,2.0,0.0
97.0,116,31.0,0.0,1.0,9.0,0.1
97.0,244,25.0,0.0,1.0,4.0,0.2
97.0,246,68.0,0.0,3.0,22.0,0.12
97.0,120,0.0,0.0,0.0,0.0,0.0
97.0,249,117.0,0.0,4.0,38.0,0.09523809523809523
97.0,125,27.0,0.0,1.0,9.0,0.1
97.0,127,1.0,0.0,0.0,0.0,0.0
98.0,128,0.0,0.0,0.0,0.0,0.0
98.0,4,30.0,0.0,2.0,9.0,0.18181818181818182
98.0,261,26.0,0.0,1.0,5.0,0.16666666666666666
98.0,262,214.0,0.0,6.0,62.0,0.08823529411764706
98.0,263,226.0,0.0,13.0,75.0,0.14772727272727273
98.0,137,161.0,0.0,6.0,58.0,0.09375
98.0,12,2.0,0.0,0.0,1.0,0.0
98.0,13,124.0,0.0,1.0,39.0,0.025
98.0,140,215.0,0.0,6.0,91.0,0.061855670103092786
98.0,141,259.0,0.0,10.0,100.0,0.09090909090909091
98.0,142,193.0,0.0,7.0,61.0,0.10294117647058823
98.0,143,105.0,0.0,3.0,44.0,0.06382978723404255
98.0,144,26.0,0.0,1.0,9.0,0.1
98.0,148,40.0,0.0,3.0,9.0,0.25
98.0,151,92.0,0.0,5.0,33.0,0.13157894736842105
98.0,24,37.0,0.0,3.0,8.0,0.2727272727272727
98.0,152,18.0,0.0,1.0,5.0,0.16666666666666666
98.0,158,51.0,0.0,3.0,11.0,0.21428571428571427
98.0,161,141.0,0.0,6.0,40.0,0.13043478260869565
98.0,162,252.0,0.0,8.0,69.0,0.1038961038961039
98.0,163,97.0,0.0,4.0,33.0,0.10810810810810811
98.0,164,121.0,0.0,9.0,43.0,0.17307692307692307
98.0,166,37.0,0.0,1.0,11.0,0.08333333333333333
98.0,41,68.0,0.0,0.0,26.0,0.0
98.0,42,37.0,0.0,1.0,11.0,0.08333333333333333
98.0,43,57.0,0.0,4.0,12.0,0.25
98.0,170,300.0,0.0,9.0,114.0,0.07317073170731707
98.0,45,7.0,0.0,0.0,4.0,0.0
98.0,48,284.0,0.0,8.0,86.0,0.0851063829787234
98.0,50,95.0,0.0,4.0,31.0,0.11428571428571428
98.0,186,504.0,0.0,22.0,139.0,0.13664596273291926
98.0,194,0.0,0.0,0.0,0.0,0.0
98.0,68,151.0,0.0,7.0,40.0,0.14893617021276595
98.0,74,62.0,0.0,2.0,13.0,0.13333333333333333
98.0,75,120.0,0.0,2.0,47.0,0.04081632653061224
98.0,79,157.0,0.0,9.0,56.0,0.13846153846153847
98.0,209,6.0,0.0,1.0,0.0,1.0
98.0,211,19.0,0.0,1.0,8.0,0.1111111111111111
98.0,87,67.0,0.0,2.0,21.0,0.08695652173913043
98.0,88,34.0,0.0,0.0,10.0,0.0
98.0,90,114.0,0.0,5.0,31.0,0.1388888888888889
98.0,224,57.0,0.0,3.0,11.0,0.21428571428571427
98.0,100,313.0,0.0,9.0,94.0,0.08737864077669903
98.0,229,213.0,0.0,6.0,84.0,0.06666666666666667
98.0,230,109.0,0.0,4.0,45.0,0.08163265306122448
98.0,231,90.0,0.0,3.0,33.0,0.08333333333333333
98.0,232,7.0,0.0,0.0,3.0,0.0
98.0,233,146.0,0.0,5.0,64.0,0.07246376811594203
98.0,234,163.0,0.0,4.0,51.0,0.07272727272727272
98.0,107,233.0,0.0,9.0,80.0,0.10112359550561797
98.0,236,398.0,0.0,13.0,163.0,0.07386363636363637
98.0,237,301.0,0.0,20.0,103.0,0.16260162601626016
98.0,238,224.0,0.0,7.0,81.0,0.07954545454545454
98.0,239,220.0,0.0,4.0,84.0,0.045454545454545456
98.0,113,122.0,0.0,3.0,46.0,0.061224489795918366
98.0,114,44.0,0.0,1.0,16.0,0.058823529411764705
98.0,243,4.0,0.0,1.0,1.0,0.5
98.0,116,31.0,0.0,0.0,10.0,0.0
98.0,244,24.0,0.0,1.0,4.0,0.2
98.0,246,63.0,0.0,4.0,21.0,0.16
98.0,120,0.0,0.0,0.0,0.0,0.0
98.0,249,114.0,0.0,3.0,39.0,0.07142857142857142
98.0,125,26.0,0.0,1.0,9.0,0.1
98.0,127,1.0,0.0,0.0,0.0,0.0
99.0,128,0.0,0.0,0.0,0.0,0.0
99.0,4,29.0,0.0,1.0,10.0,0.09090909090909091
99.0,261,26.0,0.0,0.0,6.0,0.0
99.0,262,201.0,0.0,11.0,57.0,0.16176470588235295
99.0,263,218.0,0.0,8.0,80.0,0.09090909090909091
99.0,137,151.0,0.0,9.0,55.0,0.140625
99.0,12,2.0,0.0,0.0,1.0,0.0
99.0,13,120.0,0.0,3.0,37.0,0.075
99.0,140,204.0,0.0,10.0,87.0,0.10309278350515463
99.0,141,247.0,0.0,11.0,99.0,0.1
99.0,142,183.0,0.0,8.0,60.0,0.11764705882352941
99.0,143,97.0,0.0,7.0,40.0,0.14893617021276595
99.0,144,26.0,0.0,0.0,10.0,0.0
99.0,148,39.0,0.0,1.0,11.0,0.08333333333333333
99.0,151,89.0,0.0,3.0,35.0,0.07894736842105263
99.0,24,36.0,0.0,1.0,10.0,0.09090909090909091
99.0,152,16.0,0.0,2.0,4.0,0.3333333333333333
99.0,158,51.0,0.0,0.0,14.0,0.0
99.0,161,135.0,0.0,6.0,40.0,0.13043478260869565
99.0,162,245.0,0.0,7.0,70.0,0.09090909090909091
99.0,163,92.0,0.0,4.0,33.0,0.10810810810810811
99.0,164,114.0,0.0,7.0,45.0,0.1346153846153846
99.0,166,33.0,0.0,4.0,8.0,0.3333333333333333
99.0,41,65.0,0.0,2.0,24.0,0.07692307692307693
99.0,42,36.0,0.0,1.0,11.0,0.08333333333333333
99.0,43,54.0,0.0,2.0,14.0,0.125
99.0,170,285.0,0.0,14.0,109.0,0.11382113821138211
99.0,45,6.0,0.0,1.0,3.0,0.25
99.0,48,267.0,0.0,14.0,80.0,0.14893617021276595
99.0,50,94.0,0.0,1.0,34.0,0.02857142857142857
99.0,186,477.0,0.0,26.0,135.0,0.16149068322981366
99.0,194,0.0,0.0,0.0,0.0,0.0
99.0,68,146.0,0.0,5.0,42.0,0.10638297872340426
99.0,74,60.0,0.0,2.0,13.0,0.13333333333333333
99.0,75,116.0,0.0,4.0,45.0,0.08163265306122448
99.0,79,149.0,0.0,7.0,58.0,0.1076923076923077
99.0,209,4.0,0.0,2.0,-1.0,2.0
99.0,211,19.0,0.0,0.0,9.0,0.0
99.0,87,65.0,0.0,2.0,21.0,0.08695652173913043
99.0,88,32.0,0.0,2.0,8.0,0.2
99.0,90,110.0,0.0,4.0,32.0,0.1111111111111111
99.0,224,51.0,0.0,6.0,8.0,0.42857142857142855
99.0,100,302.0,0.0,11.0,92.0,0.10679611650485436
99.0,229,196.0,0.0,14.0,76.0,0.15555555555555556
99.0,230,101.0,0.0,6.0,43.0,0.12244897959183673
99.0,231,81.0,0.0,8.0,28.0,0.2222222222222222
99.0,232,7.0,0.0,0.0,3.0,0.0
99.0,233,134.0,0.0,11.0,58.0,0.15942028985507245
99.0,234,156.0,0.0,6.0,49.0,0.10909090909090909
99.0,107,226.0,0.0,7.0,82.0,0.07865168539325842
99.0,236,370.0,0.0,26.0,150.0,0.14772727272727273
99.0,237,283.0,0.0,16.0,107.0,0.13008130081300814
99.0,238,219.0,0.0,5.0,83.0,0.056818181818181816
99.0,239,208.0,0.0,12.0,76.0,0.13636363636363635
99.0,113,119.0,0.0,3.0,46.0,0.061224489795918366
99.0,114,43.0,0.0,1.0,16.0,0.058823529411764705
99.0,243,3.0,0.0,1.0,1.0,0.5
99.0,116,31.0,0.0,0.0,10.0,0.0
99.0,244,24.0,0.0,0.0,5.0,0.0
99.0,246,54.0,0.0,7.0,18.0,0.28
99.0,120,0.0,0.0,0.0,0.0,0.0
99.0,249,109.0,0.0,4.0,38.0,0.09523809523809523
99.0,125,25.0,0.0,1.0,9.0,0.1
99.0,127,1.0,0.0,0.0,0.0,0.0
100.0,128,0.0,0.0,0.0,0.0,0.0
100.0,4,35.0,0.0,1.0,6.0,0.14285714285714285
100.0,261,32.0,0.0,0.0,6.0,0.0
100.0,262,283.0,0.0,6.0,84.0,0.06666666666666667
100.0,263,290.0,0.0,10.0,73.0,0.12048192771084337
100.0,137,220.0,0.0,3.0,69.0,0.041666666666666664
100.0,12,2.0,0.0,0.0,0.0,0.0
100.0,13,159.0,0.0,4.0,39.0,0.09302325581395349
100.0,140,294.0,0.0,12.0,90.0,0.11764705882352941
100.0,141,349.0,0.0,12.0,102.0,0.10526315789473684
100.0,142,251.0,0.0,8.0,68.0,0.10526315789473684
100.0,143,139.0,0.0,5.0,43.0,0.10416666666666667
100.0,144,39.0,0.0,0.0,13.0,0.0
100.0,148,53.0,0.0,0.0,14.0,0.0
100.0,151,115.0,0.0,5.0,27.0,0.15625
100.0,24,53.0,0.0,0.0,17.0,0.0
100.0,152,20.0,0.0,0.0,4.0,0.0
100.0,158,67.0,0.0,2.0,16.0,0.1111111111111111
100.0,161,192.0,0.0,4.0,57.0,0.06557377049180328
100.0,162,352.0,0.0,8.0,107.0,0.06956521739130435
100.0,163,133.0,0.0,7.0,41.0,0.14583333333333334
100.0,164,167.0,0.0,5.0,53.0,0.08620689655172414
100.0,166,48.0,0.0,1.0,15.0,0.0625
100.0,41,79.0,0.0,0.0,14.0,0.0
100.0,42,51.0,0.0,1.0,15.0,0.0625
100.0,43,80.0,0.0,3.0,26.0,0.10344827586206896
100.0,170,408.0,0.0,11.0,123.0,0.08208955223880597
100.0,45,5.0,0.0,1.0,-1.0,0.0
100.0,48,364.0,0.0,11.0,98.0,0.10091743119266056
100.0,50,137.0,0.0,4.0,43.0,0.0851063829787234
100.0,186,608.0,0.0,20.0,135.0,0.12903225806451613
100.0,194,1.0,0.0,0.0,1.0,0.0
100.0,68,194.0,0.0,4.0,48.0,0.07692307692307693
100.0,74,75.0,0.0,4.0,15.0,0.21052631578947367
100.0,75,152.0,0.0,5.0,37.0,0.11904761904761904
100.0,79,190.0,0.0,7.0,44.0,0.13725490196078433
100.0,209,12.0,0.0,0.0,8.0,0.0
100.0,211,27.0,0.0,2.0,8.0,0.2
100.0,87,82.0,0.0,0.0,17.0,0.0
100.0,88,46.0,0.0,1.0,15.0,0.0625
100.0,90,166.0,0.0,3.0,57.0,0.05
100.0,224,70.0,0.0,1.0,20.0,0.047619047619047616
100.0,100,379.0,0.0,16.0,79.0,0.16842105263157894
100.0,229,272.0,0.0,10.0,76.0,0.11627906976744186
100.0,230,145.0,0.0,6.0,45.0,0.11764705882352941
100.0,231,120.0,0.0,1.0,39.0,0.025
100.0,232,10.0,0.0,1.0,3.0,0.25
100.0,233,181.0,0.0,4.0,48.0,0.07692307692307693
100.0,234,203.0,0.0,5.0,47.0,0.09615384615384616
100.0,107,319.0,0.0,6.0,94.0,0.06
100.0,236,487.0,0.0,22.0,120.0,0.15492957746478872
100.0,237,379.0,0.0,10.0,97.0,0.09345794392523364
100.0,238,310.0,0.0,7.0,91.0,0.07142857142857142
100.0,239,286.0,0.0,12.0,80.0,0.13043478260869565
100.0,113,164.0,0.0,2.0,46.0,0.041666666666666664
100.0,114,61.0,0.0,4.0,18.0,0.18181818181818182
100.0,243,4.0,0.0,0.0,1.0,0.0
100.0,116,33.0,0.0,3.0,2.0,0.6
100.0,244,28.0,0.0,0.0,4.0,0.0
100.0,246,67.0,0.0,6.0,14.0,0.3
100.0,120,0.0,0.0,0.0,0.0,0.0
100.0,249,162.0,0.0,6.0,53.0,0.1016949152542373
100.0,125,33.0,0.0,1.0,8.0,0.1111111111111111
100.0,127,1.0,0.0,0.0,0.0,0.0
101.0,128,0.0,0.0,0.0,0.0,0.0
101.0,4,33.0,0.0,2.0,5.0,0.2857142857142857
101.0,261,32.0,0.0,0.0,6.0,0.0
101.0,262,273.0,0.0,9.0,81.0,0.1
101.0,263,280.0,0.0,10.0,73.0,0.12048192771084337
101.0,137,211.0,0.0,7.0,65.0,0.09722222222222222
101.0,12,2.0,0.0,0.0,0.0,0.0
101.0,13,154.0,0.0,3.0,40.0,0.06976744186046512
101.0,140,275.0,0.0,17.0,85.0,0.16666666666666666
101.0,141,331.0,0.0,18.0,96.0,0.15789473684210525
101.0,142,247.0,0.0,2.0,74.0,0.02631578947368421
101.0,143,133.0,0.0,6.0,42.0,0.125
101.0,144,39.0,0.0,0.0,13.0,0.0
101.0,148,52.0,0.0,1.0,13.0,0.07142857142857142
101.0,151,111.0,0.0,2.0,30.0,0.0625
101.0,24,52.0,0.0,1.0,16.0,0.058823529411764705
101.0,152,20.0,0.0,0.0,4.0,0.0
101.0,158,65.0,0.0,1.0,17.0,0.05555555555555555
101.0,161,188.0,0.0,4.0,57.0,0.06557377049180328
101.0,162,340.0,0.0,11.0,104.0,0.09565217391304348
101.0,163,131.0,0.0,2.0,46.0,0.041666666666666664
101.0,164,163.0,0.0,4.0,54.0,0.06896551724137931
101.0,166,45.0,0.0,3.0,13.0,0.1875
101.0,41,78.0,0.0,0.0,14.0,0.0
101.0,42,51.0,0.0,0.0,16.0,0.0
101.0,43,79.0,0.0,1.0,28.0,0.034482758620689655
101.0,170,394.0,0.0,12.0,122.0,0.08955223880597014
101.0,45,4.0,0.0,1.0,-1.0,0.0
101.0,48,351.0,0.0,12.0,97.0,0.11009174311926606
101.0,50,130.0,0.0,7.0,40.0,0.14893617021276595
101.0,186,588.0,0.0,18.0,137.0,0.11612903225806452
101.0,194,1.0,0.0,0.0,1.0,0.0
101.0,68,187.0,0.0,7.0,45.0,0.1346153846153846
101.0,74,72.0,0.0,1.0,18.0,0.05263157894736842
101.0,75,149.0,0.0,3.0,39.0,0.07142857142857142
101.0,79,185.0,0.0,5.0,46.0,0.09803921568627451
101.0,209,11.0,0.0,1.0,7.0,0.125
101.0,211,27.0,0.0,0.0,10.0,0.0
101.0,87,82.0,0.0,0.0,17.0,0.0
101.0,88,45.0,0.0,1.0,15.0,0.0625
101.0,90,160.0,0.0,6.0,54.0,0.1
101.0,224,69.0,0.0,1.0,20.0,0.047619047619047616
101.0,100,368.0,0.0,9.0,86.0,0.09473684210526316
101.0,229,265.0,0.0,6.0,80.0,0.06976744186046512
101.0,230,136.0,0.0,8.0,43.0,0.1568627450980392
101.0,231,116.0,0.0,4.0,36.0,0.1
101.0,232,10.0,0.0,0.0,4.0,0.0
101.0,233,168.0,0.0,12.0,40.0,0.23076923076923078
101.0,234,195.0,0.0,5.0,47.0,0.09615384615384616
101.0,107,306.0,0.0,12.0,88.0,0.12
101.0,236,472.0,0.0,13.0,129.0,0.09154929577464789
101.0,237,362.0,0.0,17.0,90.0,0.1588785046728972
101.0,238,299.0,0.0,11.0,87.0,0.11224489795918367
101.0,239,275.0,0.0,11.0,81.0,0.11956521739130435
101.0,113,155.0,0.0,9.0,39.0,0.1875
101.0,114,58.0,0.0,2.0,20.0,0.09090909090909091
101.0,243,4.0,0.0,0.0,1.0,0.0
101.0,116,32.0,0.0,1.0,4.0,0.2
101.0,244,28.0,0.0,0.0,4.0,0.0
101.0,246,65.0,0.0,2.0,18.0,0.1
101.0,120,0.0,0.0,0.0,0.0,0.0
101.0,249,157.0,0.0,5.0,54.0,0.0847457627118644
101.0,125,32.0,0.0,1.0,8.0,0.1111111111111111
101.0,127,1.0,0.0,0.0,0.0,0.0
102.0,128,0.0,0.0,0.0,0.0,0.0
102.0,4,31.0,0.0,2.0,5.0,0.2857142857142857
102.0,261,31.0,0.0,1.0,5.0,0.16666666666666666
102.0,262,266.0,0.0,7.0,83.0,0.07777777777777778
102.0,263,270.0,0.0,7.0,76.0,0.08433734939759036
102.0,137,206.0,0.0,5.0,67.0,0.06944444444444445
102.0,12,2.0,0.0,0.0,0.0,0.0
102.0,13,149.0,0.0,4.0,39.0,0.09302325581395349
102.0,140,267.0,0.0,6.0,96.0,0.058823529411764705
102.0,141,321.0,0.0,10.0,104.0,0.08771929824561403
102.0,142,236.0,0.0,9.0,67.0,0.11842105263157894
102.0,143,131.0,0.0,2.0,46.0,0.041666666666666664
102.0,144,38.0,0.0,1.0,12.0,0.07692307692307693
102.0,148,51.0,0.0,1.0,13.0,0.07142857142857142
102.0,151,108.0,0.0,2.0,30.0,0.0625
102.0,24,52.0,0.0,0.0,17.0,0.0
102.0,152,20.0,0.0,0.0,4.0,0.0
102.0,158,63.0,0.0,2.0,16.0,0.1111111111111111
102.0,161,183.0,0.0,5.0,56.0,0.08196721311475409
102.0,162,328.0,0.0,10.0,105.0,0.08695652173913043
102.0,163,123.0,0.0,7.0,41.0,0.14583333333333334
102.0,164,158.0,0.0,5.0,53.0,0.08620689655172414
102.0,166,44.0,0.0,1.0,15.0,0.0625
102.0,41,77.0,0.0,1.0,13.0,0.07142857142857142
102.0,42,51.0,0.0,0.0,16.0,0.0
102.0,43,77.0,0.0,2.0,27.0,0.06896551724137931
102.0,170,381.0,0.0,12.0,122.0,0.08955223880597014
102.0,45,4.0,0.0,0.0,0.0,0.0
102.0,48,339.0,0.0,11.0,98.0,0.10091743119266056
102.0,50,124.0,0.0,5.0,42.0,0.10638297872340426
102.0,186,568.0,0.0,18.0,137.0,0.11612903225806452
102.0,194,1.0,0.0,0.0,1.0,0.0
102.0,68,180.0,0.0,6.0,46.0,0.11538461538461539
102.0,74,69.0,0.0,3.0,16.0,0.15789473684210525
102.0,75,138.0,0.0,11.0,31.0,0.2619047619047619
102.0,79,179.0,0.0,6.0,45.0,0.11764705882352941
102.0,209,11.0,0.0,0.0,8.0,0.0
102.0,211,24.0,0.0,3.0,7.0,0.3
102.0,87,82.0,0.0,0.0,17.0,0.0
102.0,88,44.0,0.0,1.0,15.0,0.0625
102.0,90,148.0,0.0,12.0,48.0,0.2
102.0,224,68.0,0.0,1.0,20.0,0.047619047619047616
102.0,100,351.0,0.0,17.0,78.0,0.17894736842105263
102.0,229,255.0,0.0,9.0,77.0,0.10465116279069768
102.0,230,130.0,0.0,4.0,47.0,0.0784313725490196
102.0,231,113.0,0.0,3.0,37.0,0.075
102.0,232,10.0,0.0,0.0,4.0,0.0
102.0,233,162.0,0.0,4.0,48.0,0.07692307692307693
102.0,234,189.0,0.0,5.0,47.0,0.09615384615384616
102.0,107,291.0,0.0,14.0,86.0,0.14
102.0,236,452.0,0.0,16.0,126.0,0.11267605633802817
102.0,237,351.0,0.0,11.0,96.0,0.102803738317757
102.0,238,291.0,0.0,8.0,90.0,0.08163265306122448
102.0,239,260.0,0.0,13.0,79.0,0.14130434782608695
102.0,113,146.0,0.0,7.0,41.0,0.14583333333333334
102.0,114,56.0,0.0,2.0,20.0,0.09090909090909091
102.0,243,4.0,0.0,0.0,1.0,0.0
102.0,116,32.0,0.0,0.0,5.0,0.0
102.0,244,28.0,0.0,0.0,4.0,0.0
102.0,246,64.0,0.0,0.0,20.0,0.0
102.0,120,0.0,0.0,0.0,0.0,0.0
102.0,249,149.0,0.0,7.0,52.0,0.11864406779661017
102.0,125,32.0,0.0,0.0,9.0,0.0
102.0,127,1.0,0.0,0.0,0.0,0.0
103.0,128,1.0,0.0,0.0,1.0,0.0
103.0,4,51.0,0.0,0.0,20.0,0.0
103.0,261,39.0,0.0,0.0,9.0,0.0
103.0,262,330.0,0.0,9.0,64.0,0.1232876712328767
103.0,263,343.0,0.0,14.0,73.0,0.16091954022988506
103.0,137,258.0,0.0,4.0,53.0,0.07017543859649122
103.0,12,2.0,0.0,0.0,0.0,0.0
103.0,13,199.0,0.0,1.0,50.0,0.0196078431372549
103.0,140,359.0,0.0,11.0,93.0,0.10576923076923077
103.0,141,418.0,0.0,18.0,99.0,0.15384615384615385
103.0,142,310.0,0.0,9.0,75.0,0.10714285714285714
103.0,143,187.0,0.0,2.0,57.0,0.03389830508474576
103.0,144,44.0,0.0,3.0,7.0,0.3
103.0,148,61.0,0.0,1.0,10.0,0.09090909090909091
103.0,151,146.0,0.0,0.0,38.0,0.0
103.0,24,65.0,0.0,2.0,13.0,0.13333333333333333
103.0,152,22.0,0.0,1.0,2.0,0.3333333333333333
103.0,158,97.0,0.0,1.0,34.0,0.02857142857142857
103.0,161,258.0,0.0,9.0,76.0,0.10588235294117647
103.0,162,411.0,0.0,17.0,84.0,0.16831683168316833
103.0,163,176.0,0.0,6.0,54.0,0.1
103.0,164,213.0,0.0,5.0,56.0,0.08196721311475409
103.0,166,63.0,0.0,0.0,19.0,0.0
103.0,41,86.0,0.0,1.0,10.0,0.09090909090909091
103.0,42,57.0,0.0,2.0,8.0,0.2
103.0,43,104.0,0.0,1.0,27.0,0.03571428571428571
103.0,170,498.0,0.0,8.0,119.0,0.06299212598425197
103.0,45,7.0,0.0,1.0,3.0,0.25
103.0,48,458.0,0.0,13.0,120.0,0.09774436090225563
103.0,50,163.0,0.0,5.0,40.0,0.1111111111111111
103.0,186,701.0,0.0,18.0,133.0,0.11920529801324503
103.0,194,1.0,0.0,0.0,0.0,0.0
103.0,68,231.0,0.0,7.0,51.0,0.1206896551724138
103.0,74,83.0,0.0,0.0,14.0,0.0
103.0,75,154.0,0.0,5.0,17.0,0.22727272727272727
103.0,79,241.0,0.0,4.0,62.0,0.06060606060606061
103.0,209,15.0,0.0,0.0,4.0,0.0
103.0,211,37.0,0.0,2.0,14.0,0.125
103.0,87,97.0,0.0,0.0,15.0,0.0
103.0,88,55.0,0.0,0.0,11.0,0.0
103.0,90,197.0,0.0,7.0,50.0,0.12280701754385964
103.0,224,91.0,0.0,2.0,23.0,0.08
103.0,100,410.0,0.0,10.0,60.0,0.14285714285714285
103.0,229,351.0,0.0,10.0,96.0,0.09433962264150944
103.0,230,179.0,0.0,4.0,49.0,0.07547169811320754
103.0,231,157.0,0.0,2.0,44.0,0.043478260869565216
103.0,232,12.0,0.0,0.0,2.0,0.0
103.0,233,221.0,0.0,1.0,59.0,0.016666666666666666
103.0,234,237.0,0.0,6.0,48.0,0.1111111111111111
103.0,107,374.0,0.0,6.0,86.0,0.06521739130434782
103.0,236,582.0,0.0,17.0,133.0,0.11333333333333333
103.0,237,467.0,0.0,13.0,118.0,0.09923664122137404
103.0,238,362.0,0.0,9.0,72.0,0.1111111111111111
103.0,239,346.0,0.0,12.0,86.0,0.12244897959183673
103.0,113,193.0,0.0,7.0,49.0,0.125
103.0,114,74.0,0.0,1.0,18.0,0.05263157894736842
103.0,243,6.0,0.0,0.0,2.0,0.0
103.0,116,38.0,0.0,0.0,6.0,0.0
103.0,244,39.0,0.0,0.0,11.0,0.0
103.0,246,100.0,0.0,0.0,36.0,0.0
103.0,120,0.0,0.0,0.0,0.0,0.0
103.0,249,202.0,0.0,7.0,53.0,0.11666666666666667
103.0,125,37.0,0.0,1.0,6.0,0.14285714285714285
103.0,127,1.0,0.0,0.0,0.0,0.0
104.0,128,1.0,0.0,0.0,1.0,0.0
104.0,4,49.0,0.0,2.0,18.0,0.1
104.0,261,39.0,0.0,0.0,9.0,0.0
104.0,262,324.0,0.0,4.0,69.0,0.0547945205479452
104.0,263,333.0,0.0,10.0,77.0,0.11494252873563218
104.0,137,249.0,0.0,7.0,50.0,0.12280701754385964
104.0,12,2.0,0.0,0.0,0.0,0.0
104.0,13,190.0,0.0,9.0,42.0,0.17647058823529413
104.0,140,353.0,0.0,5.0,99.0,0.04807692307692308
104.0,141,401.0,0.0,15.0,102.0,0.1282051282051282
104.0,142,305.0,0.0,5.0,79.0,0.05952380952380952
104.0,143,180.0,0.0,6.0,53.0,0.1016949152542373
104.0,144,44.0,0.0,0.0,10.0,0.0
104.0,148,58.0,0.0,3.0,8.0,0.2727272727272727
104.0,151,143.0,0.0,2.0,36.0,0.05263157894736842
104.0,24,65.0,0.0,0.0,15.0,0.0
104.0,152,22.0,0.0,0.0,3.0,0.0
104.0,158,95.0,0.0,2.0,33.0,0.05714285714285714
104.0,161,247.0,0.0,10.0,75.0,0.11764705882352941
104.0,162,402.0,0.0,7.0,94.0,0.06930693069306931
104.0,163,163.0,0.0,13.0,47.0,0.21666666666666667
104.0,164,209.0,0.0,3.0,58.0,0.04918032786885246
104.0,166,59.0,0.0,4.0,15.0,0.21052631578947367
104.0,41,85.0,0.0,1.0,10.0,0.09090909090909091
104.0,42,55.0,0.0,2.0,8.0,0.2
104.0,43,100.0,0.0,4.0,24.0,0.14285714285714285
104.0,170,484.0,0.0,13.0,114.0,0.10236220472440945
104.0,45,7.0,0.0,0.0,4.0,0.0
104.0,48,435.0,0.0,19.0,114.0,0.14285714285714285
104.0,50,160.0,0.0,3.0,42.0,0.06666666666666667
104.0,186,686.0,0.0,13.0,138.0,0.08609271523178808
104.0,194,1.0,0.0,0.0,0.0,0.0
104.0,68,229.0,0.0,1.0,57.0,0.017241379310344827
104.0,74,80.0,0.0,3.0,11.0,0.21428571428571427
104.0,75,151.0,0.0,3.0,19.0,0.13636363636363635
104.0,79,234.0,0.0,5.0,61.0,0.07575757575757576
104.0,209,15.0,0.0,0.0,4.0,0.0
104.0,211,35.0,0.0,2.0,14.0,0.125
104.0,87,96.0,0.0,1.0,14.0,0.06666666666666667
104.0,88,53.0,0.0,2.0,9.0,0.18181818181818182
104.0,90,188.0,0.0,9.0,48.0,0.15789473684210525
104.0,224,90.0,0.0,1.0,24.0,0.04
104.0,100,401.0,0.0,9.0,61.0,0.12857142857142856
104.0,229,345.0,0.0,6.0,100.0,0.05660377358490566
104.0,230,176.0,0.0,3.0,50.0,0.05660377358490566
104.0,231,153.0,0.0,3.0,43.0,0.06521739130434782
104.0,232,10.0,0.0,1.0,1.0,0.5
104.0,233,213.0,0.0,8.0,52.0,0.13333333333333333
104.0,234,232.0,0.0,5.0,49.0,0.09259259259259259
104.0,107,360.0,0.0,12.0,80.0,0.13043478260869565
104.0,236,564.0,0.0,17.0,133.0,0.11333333333333333
104.0,237,456.0,0.0,10.0,121.0,0.07633587786259542
104.0,238,354.0,0.0,7.0,74.0,0.08641975308641975
104.0,239,334.0,0.0,12.0,86.0,0.12244897959183673
104.0,113,189.0,0.0,4.0,52.0,0.07142857142857142
104.0,114,73.0,0.0,1.0,18.0,0.05263157894736842
104.0,243,6.0,0.0,0.0,2.0,0.0
104.0,116,38.0,0.0,0.0,6.0,0.0
104.0,244,38.0,0.0,1.0,10.0,0.09090909090909091
104.0,246,94.0,0.0,4.0,32.0,0.1111111111111111
104.0,120,0.0,0.0,0.0,0.0,0.0
