,,w,u,total_demand,served,un_served_demand,denied,los
29.0,209,0.0,0.0,1.0,0.0,1.0,1.0,0.0
29.0,211,2.0,3.0,6.0,4.0,2.0,0.0,0.6666666666666666
29.0,87,2.0,8.0,16.0,14.0,2.0,0.0,0.875
29.0,88,0.0,2.0,7.0,7.0,0.0,0.0,1.0
29.0,90,3.0,30.0,38.0,35.0,3.0,0.0,0.9210526315789473
29.0,224,0.0,13.0,17.0,17.0,0.0,0.0,1.0
29.0,100,0.0,132.0,118.0,118.0,0.0,0.0,1.0
29.0,229,4.0,55.0,45.0,41.0,4.0,0.0,0.9111111111111111
29.0,230,3.0,26.0,29.0,26.0,3.0,0.0,0.896551724137931
29.0,231,1.0,13.0,30.0,29.0,1.0,0.0,0.9666666666666667
29.0,232,1.0,2.0,2.0,1.0,1.0,0.0,0.5
29.0,233,2.0,27.0,42.0,40.0,2.0,0.0,0.9523809523809523
29.0,234,5.0,29.0,39.0,34.0,5.0,0.0,0.8717948717948718
29.0,107,0.0,43.0,59.0,59.0,0.0,0.0,1.0
29.0,236,8.0,72.0,94.0,86.0,8.0,0.0,0.9148936170212766
29.0,237,3.0,72.0,64.0,61.0,3.0,0.0,0.953125
29.0,238,10.0,31.0,50.0,40.0,10.0,0.0,0.8
29.0,239,0.0,58.0,47.0,47.0,0.0,0.0,1.0
29.0,113,0.0,18.0,32.0,32.0,0.0,0.0,1.0
29.0,114,6.0,7.0,8.0,2.0,6.0,0.0,0.25
29.0,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,116,5.0,3.0,6.0,1.0,5.0,0.0,0.16666666666666666
29.0,244,1.0,0.0,2.0,0.0,2.0,1.0,0.0
29.0,246,1.0,12.0,11.0,10.0,1.0,0.0,0.9090909090909091
29.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,249,2.0,16.0,27.0,25.0,2.0,0.0,0.9259259259259259
29.0,125,0.0,1.0,6.0,6.0,0.0,0.0,1.0
29.0,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,4,1.0,5.0,3.0,2.0,1.0,0.0,0.6666666666666666
30.0,261,2.0,1.0,8.0,7.0,1.0,2.0,0.875
30.0,262,14.0,64.0,80.0,72.0,8.0,0.0,0.9
30.0,263,0.0,77.0,74.0,84.0,-10.0,0.0,1.135135135135135
30.0,137,7.0,35.0,48.0,41.0,7.0,0.0,0.8541666666666666
30.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,13,8.0,26.0,35.0,33.0,2.0,0.0,0.9428571428571428
30.0,140,0.0,47.0,44.0,55.0,-11.0,5.0,1.25
30.0,141,0.0,99.0,86.0,86.0,0.0,0.0,1.0
30.0,142,0.0,62.0,66.0,68.0,-2.0,0.0,1.0303030303030303
30.0,143,1.0,35.0,42.0,48.0,-6.0,0.0,1.1428571428571428
30.0,144,0.0,3.0,7.0,7.0,0.0,0.0,1.0
30.0,148,2.0,6.0,8.0,6.0,2.0,0.0,0.75
30.0,151,1.0,24.0,24.0,27.0,-3.0,0.0,1.125
30.0,24,4.0,15.0,7.0,6.0,1.0,0.0,0.8571428571428571
30.0,152,1.0,0.0,4.0,1.0,3.0,2.0,0.25
30.0,158,0.0,6.0,16.0,16.0,0.0,0.0,1.0
30.0,161,7.0,39.0,38.0,35.0,3.0,0.0,0.9210526315789473
30.0,162,3.0,85.0,87.0,84.0,3.0,0.0,0.9655172413793104
30.0,163,0.0,21.0,22.0,22.0,0.0,0.0,1.0
30.0,164,5.0,32.0,26.0,21.0,5.0,0.0,0.8076923076923077
30.0,166,1.0,4.0,4.0,4.0,0.0,0.0,1.0
30.0,41,3.0,7.0,12.0,9.0,3.0,0.0,0.75
30.0,42,0.0,6.0,6.0,7.0,-1.0,0.0,1.1666666666666667
30.0,43,3.0,16.0,23.0,21.0,2.0,6.0,0.9130434782608695
30.0,170,4.0,72.0,84.0,80.0,4.0,0.0,0.9523809523809523
30.0,45,0.0,0.0,1.0,0.0,1.0,1.0,0.0
30.0,48,18.0,102.0,98.0,90.0,8.0,0.0,0.9183673469387755
30.0,50,2.0,21.0,27.0,29.0,-2.0,0.0,1.0740740740740742
30.0,186,12.0,147.0,155.0,145.0,10.0,0.0,0.9354838709677419
30.0,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,68,0.0,39.0,51.0,59.0,-8.0,0.0,1.1568627450980393
30.0,74,0.0,17.0,21.0,23.0,-2.0,0.0,1.0952380952380953
30.0,75,0.0,23.0,31.0,32.0,-1.0,0.0,1.032258064516129
30.0,79,0.0,38.0,42.0,42.0,0.0,0.0,1.0
30.0,209,2.0,2.0,2.0,0.0,2.0,0.0,0.0
30.0,211,0.0,3.0,4.0,6.0,-2.0,0.0,1.5
30.0,87,2.0,7.0,16.0,16.0,0.0,0.0,1.0
30.0,88,0.0,3.0,6.0,6.0,0.0,0.0,1.0
30.0,90,10.0,45.0,39.0,30.0,9.0,0.0,0.7692307692307693
30.0,224,0.0,17.0,14.0,14.0,0.0,0.0,1.0
30.0,100,0.0,105.0,123.0,123.0,0.0,0.0,1.0
30.0,229,8.0,59.0,49.0,44.0,5.0,0.0,0.8979591836734694
30.0,230,4.0,36.0,36.0,35.0,1.0,0.0,0.9722222222222222
30.0,231,7.0,36.0,42.0,36.0,6.0,0.0,0.8571428571428571
30.0,232,0.0,1.0,1.0,1.0,0.0,0.0,1.0
30.0,233,3.0,36.0,31.0,28.0,3.0,0.0,0.9032258064516129
30.0,234,0.0,40.0,42.0,47.0,-5.0,0.0,1.119047619047619
30.0,107,7.0,69.0,76.0,69.0,7.0,0.0,0.9078947368421053
30.0,236,4.0,105.0,99.0,100.0,-1.0,0.0,1.0101010101010102
30.0,237,10.0,91.0,85.0,78.0,7.0,0.0,0.9176470588235294
30.0,238,0.0,37.0,51.0,58.0,-7.0,0.0,1.1372549019607843
30.0,239,0.0,44.0,46.0,46.0,0.0,0.0,1.0
30.0,113,2.0,33.0,30.0,28.0,2.0,0.0,0.9333333333333333
30.0,114,2.0,4.0,11.0,14.0,-3.0,0.0,1.2727272727272727
30.0,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,116,3.0,3.0,6.0,2.0,4.0,6.0,0.3333333333333333
30.0,244,3.0,0.0,5.0,1.0,4.0,2.0,0.2
30.0,246,0.0,10.0,14.0,15.0,-1.0,0.0,1.0714285714285714
30.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,249,4.0,32.0,39.0,37.0,2.0,0.0,0.9487179487179487
30.0,125,5.0,7.0,7.0,2.0,5.0,0.0,0.2857142857142857
30.0,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,4,3.0,5.0,10.0,8.0,2.0,0.0,0.8
31.0,261,2.0,3.0,6.0,5.0,1.0,0.0,0.8333333333333334
31.0,262,0.0,60.0,80.0,94.0,-14.0,0.0,1.175
31.0,263,0.0,34.0,71.0,71.0,0.0,0.0,1.0
31.0,137,0.0,47.0,54.0,60.0,-6.0,0.0,1.1111111111111112
31.0,12,1.0,0.0,1.0,0.0,1.0,0.0,0.0
31.0,13,0.0,19.0,18.0,25.0,-7.0,0.0,1.3888888888888888
31.0,140,15.0,50.0,71.0,56.0,15.0,0.0,0.7887323943661971
31.0,141,0.0,62.0,73.0,73.0,0.0,0.0,1.0
31.0,142,8.0,52.0,74.0,66.0,8.0,0.0,0.8918918918918919
31.0,143,0.0,41.0,42.0,42.0,0.0,0.0,1.0
31.0,144,0.0,6.0,2.0,2.0,0.0,0.0,1.0
31.0,148,0.0,8.0,19.0,21.0,-2.0,0.0,1.105263157894737
31.0,151,4.0,23.0,29.0,25.0,4.0,0.0,0.8620689655172413
31.0,24,3.0,7.0,10.0,10.0,0.0,0.0,1.0
31.0,152,0.0,1.0,7.0,8.0,-1.0,0.0,1.1428571428571428
31.0,158,0.0,8.0,14.0,14.0,0.0,0.0,1.0
31.0,161,6.0,42.0,56.0,55.0,1.0,0.0,0.9821428571428571
31.0,162,2.0,73.0,96.0,94.0,2.0,0.0,0.9791666666666666
31.0,163,0.0,30.0,38.0,38.0,0.0,0.0,1.0
31.0,164,0.0,30.0,37.0,42.0,-5.0,0.0,1.135135135135135
31.0,166,2.0,0.0,22.0,21.0,1.0,0.0,0.9545454545454546
31.0,41,5.0,16.0,22.0,20.0,2.0,0.0,0.9090909090909091
31.0,42,0.0,4.0,10.0,10.0,0.0,0.0,1.0
31.0,43,5.0,13.0,16.0,12.0,4.0,0.0,0.75
31.0,170,0.0,70.0,101.0,104.0,-3.0,0.0,1.0297029702970297
31.0,45,0.0,2.0,3.0,3.0,0.0,0.0,1.0
31.0,48,25.0,70.0,90.0,80.0,10.0,0.0,0.8888888888888888
31.0,50,0.0,29.0,29.0,31.0,-2.0,0.0,1.0689655172413792
31.0,186,15.0,159.0,176.0,168.0,8.0,0.0,0.9545454545454546
31.0,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,68,0.0,39.0,50.0,50.0,0.0,0.0,1.0
31.0,74,10.0,12.0,20.0,9.0,11.0,0.0,0.45
31.0,75,0.0,20.0,36.0,36.0,0.0,0.0,1.0
31.0,79,2.0,44.0,63.0,61.0,2.0,0.0,0.9682539682539683
31.0,209,2.0,0.0,1.0,1.0,0.0,0.0,1.0
31.0,211,0.0,4.0,3.0,3.0,0.0,0.0,1.0
31.0,87,1.0,9.0,12.0,13.0,-1.0,0.0,1.0833333333333333
31.0,88,1.0,3.0,10.0,9.0,1.0,0.0,0.9
31.0,90,6.0,51.0,56.0,57.0,-1.0,0.0,1.0178571428571428
31.0,224,6.0,12.0,28.0,22.0,6.0,0.0,0.7857142857142857
31.0,100,19.0,112.0,135.0,116.0,19.0,0.0,0.8592592592592593
31.0,229,0.0,59.0,68.0,73.0,-5.0,0.0,1.0735294117647058
31.0,230,0.0,24.0,32.0,36.0,-4.0,0.0,1.125
31.0,231,2.0,37.0,32.0,35.0,-3.0,0.0,1.09375
31.0,232,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31.0,233,7.0,31.0,34.0,28.0,6.0,0.0,0.8235294117647058
31.0,234,0.0,64.0,60.0,60.0,0.0,0.0,1.0
31.0,107,7.0,78.0,82.0,79.0,3.0,0.0,0.9634146341463414
31.0,236,0.0,82.0,106.0,107.0,-1.0,0.0,1.009433962264151
31.0,237,3.0,53.0,84.0,87.0,-3.0,0.0,1.0357142857142858
31.0,238,13.0,59.0,72.0,59.0,13.0,0.0,0.8194444444444444
31.0,239,0.0,40.0,60.0,60.0,0.0,0.0,1.0
31.0,113,6.0,32.0,31.0,26.0,5.0,0.0,0.8387096774193549
31.0,114,0.0,14.0,14.0,16.0,-2.0,0.0,1.1428571428571428
31.0,243,2.0,0.0,2.0,0.0,2.0,0.0,0.0
31.0,116,3.0,3.0,6.0,6.0,0.0,0.0,1.0
31.0,244,5.0,0.0,11.0,6.0,5.0,3.0,0.5454545454545454
31.0,246,11.0,20.0,25.0,14.0,11.0,0.0,0.56
31.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,249,7.0,21.0,30.0,27.0,3.0,0.0,0.9
31.0,125,0.0,5.0,10.0,13.0,-3.0,0.0,1.3
31.0,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,4,0.0,10.0,14.0,16.0,-2.0,0.0,1.1428571428571428
32.0,261,2.0,1.0,9.0,9.0,0.0,0.0,1.0
32.0,262,1.0,44.0,56.0,55.0,1.0,0.0,0.9821428571428571
32.0,263,7.0,45.0,69.0,62.0,7.0,0.0,0.8985507246376812
32.0,137,4.0,53.0,58.0,54.0,4.0,0.0,0.9310344827586207
32.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,13,11.0,9.0,41.0,30.0,11.0,0.0,0.7317073170731707
32.0,140,0.0,56.0,90.0,101.0,-11.0,0.0,1.1222222222222222
32.0,141,0.0,76.0,112.0,112.0,0.0,0.0,1.0
32.0,142,6.0,70.0,79.0,79.0,0.0,0.0,1.0
32.0,143,0.0,27.0,35.0,35.0,0.0,0.0,1.0
32.0,144,0.0,0.0,12.0,12.0,0.0,0.0,1.0
32.0,148,2.0,17.0,11.0,9.0,2.0,0.0,0.8181818181818182
32.0,151,0.0,16.0,34.0,37.0,-3.0,0.0,1.088235294117647
32.0,24,0.0,12.0,15.0,18.0,-3.0,0.0,1.2
32.0,152,0.0,3.0,7.0,7.0,0.0,0.0,1.0
32.0,158,11.0,19.0,24.0,13.0,11.0,0.0,0.5416666666666666
32.0,161,12.0,62.0,63.0,56.0,7.0,0.0,0.8888888888888888
32.0,162,0.0,61.0,90.0,90.0,0.0,0.0,1.0
32.0,163,10.0,36.0,34.0,24.0,10.0,0.0,0.7058823529411765
32.0,164,5.0,38.0,47.0,42.0,5.0,0.0,0.8936170212765957
32.0,166,3.0,12.0,14.0,11.0,3.0,0.0,0.7857142857142857
32.0,41,0.0,10.0,21.0,24.0,-3.0,0.0,1.1428571428571428
32.0,42,0.0,8.0,14.0,14.0,0.0,0.0,1.0
32.0,43,0.0,15.0,31.0,36.0,-5.0,0.0,1.1612903225806452
32.0,170,3.0,87.0,118.0,115.0,3.0,0.0,0.9745762711864406
32.0,45,0.0,2.0,3.0,3.0,0.0,0.0,1.0
32.0,48,11.0,66.0,95.0,108.0,-13.0,0.0,1.1368421052631579
32.0,50,9.0,35.0,43.0,34.0,9.0,0.0,0.7906976744186046
32.0,186,2.0,129.0,185.0,196.0,-11.0,0.0,1.0594594594594595
32.0,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,68,3.0,41.0,52.0,49.0,3.0,0.0,0.9423076923076923
32.0,74,0.0,9.0,25.0,19.0,6.0,16.0,0.76
32.0,75,0.0,31.0,35.0,35.0,0.0,0.0,1.0
32.0,79,10.0,57.0,65.0,56.0,9.0,0.0,0.8615384615384616
32.0,209,0.0,2.0,3.0,1.0,2.0,3.0,0.3333333333333333
32.0,211,3.0,3.0,10.0,7.0,3.0,0.0,0.7
32.0,87,5.0,6.0,23.0,19.0,4.0,0.0,0.8260869565217391
32.0,88,1.0,8.0,7.0,7.0,0.0,0.0,1.0
32.0,90,0.0,28.0,38.0,42.0,-4.0,0.0,1.105263157894737
32.0,224,3.0,17.0,19.0,21.0,-2.0,0.0,1.105263157894737
32.0,100,7.0,72.0,78.0,86.0,-8.0,0.0,1.1025641025641026
32.0,229,0.0,51.0,67.0,67.0,0.0,0.0,1.0
32.0,230,0.0,33.0,43.0,43.0,0.0,0.0,1.0
32.0,231,5.0,29.0,30.0,26.0,4.0,0.0,0.8666666666666667
32.0,232,0.0,3.0,4.0,2.0,2.0,2.0,0.5
32.0,233,3.0,32.0,49.0,52.0,-3.0,0.0,1.0612244897959184
32.0,234,0.0,43.0,57.0,57.0,0.0,0.0,1.0
32.0,107,16.0,72.0,81.0,69.0,12.0,0.0,0.8518518518518519
32.0,236,0.0,103.0,146.0,146.0,0.0,0.0,1.0
32.0,237,2.0,97.0,122.0,120.0,2.0,0.0,0.9836065573770492
32.0,238,0.0,49.0,65.0,76.0,-11.0,0.0,1.1692307692307693
32.0,239,6.0,45.0,83.0,77.0,6.0,0.0,0.927710843373494
32.0,113,1.0,23.0,45.0,49.0,-4.0,0.0,1.0888888888888888
32.0,114,0.0,9.0,12.0,12.0,0.0,0.0,1.0
32.0,243,1.0,0.0,1.0,0.0,1.0,2.0,0.0
32.0,116,1.0,0.0,10.0,11.0,-1.0,1.0,1.1
32.0,244,2.0,1.0,8.0,8.0,0.0,2.0,1.0
32.0,246,0.0,15.0,20.0,30.0,-10.0,0.0,1.5
32.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,249,0.0,14.0,37.0,44.0,-7.0,0.0,1.1891891891891893
32.0,125,1.0,10.0,7.0,6.0,1.0,0.0,0.8571428571428571
32.0,127,1.0,0.0,1.0,0.0,1.0,0.0,0.0
33.0,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,4,3.0,10.0,11.0,8.0,3.0,0.0,0.7272727272727273
33.0,261,0.0,4.0,6.0,8.0,-2.0,0.0,1.3333333333333333
33.0,262,0.0,41.0,68.0,68.0,0.0,0.0,1.0
33.0,263,8.0,48.0,88.0,85.0,3.0,0.0,0.9659090909090909
33.0,137,1.0,46.0,64.0,63.0,1.0,0.0,0.984375
33.0,12,1.0,0.0,1.0,0.0,1.0,1.0,0.0
33.0,13,5.0,0.0,40.0,45.0,-5.0,0.0,1.125
33.0,140,11.0,69.0,97.0,86.0,11.0,0.0,0.8865979381443299
33.0,141,21.0,76.0,110.0,89.0,21.0,0.0,0.8090909090909091
33.0,142,8.0,52.0,68.0,64.0,4.0,0.0,0.9411764705882353
33.0,143,0.0,26.0,47.0,47.0,0.0,0.0,1.0
33.0,144,4.0,3.0,10.0,6.0,4.0,0.0,0.6
33.0,148,0.0,11.0,12.0,13.0,-1.0,0.0,1.0833333333333333
33.0,151,4.0,30.0,38.0,34.0,4.0,0.0,0.8947368421052632
33.0,24,0.0,13.0,11.0,11.0,0.0,0.0,1.0
33.0,152,2.0,2.0,6.0,4.0,2.0,0.0,0.6666666666666666
33.0,158,0.0,13.0,14.0,23.0,-9.0,0.0,1.6428571428571428
33.0,161,2.0,30.0,46.0,55.0,-9.0,0.0,1.1956521739130435
33.0,162,2.0,58.0,77.0,75.0,2.0,0.0,0.974025974025974
33.0,163,4.0,26.0,37.0,42.0,-5.0,0.0,1.135135135135135
33.0,164,0.0,39.0,52.0,54.0,-2.0,0.0,1.0384615384615385
33.0,166,2.0,3.0,12.0,13.0,-1.0,0.0,1.0833333333333333
33.0,41,0.0,21.0,26.0,26.0,0.0,0.0,1.0
33.0,42,0.0,4.0,12.0,12.0,0.0,0.0,1.0
33.0,43,0.0,11.0,16.0,16.0,0.0,0.0,1.0
33.0,170,0.0,102.0,123.0,123.0,0.0,0.0,1.0
33.0,45,1.0,4.0,4.0,3.0,1.0,0.0,0.75
33.0,48,0.0,65.0,94.0,103.0,-9.0,0.0,1.0957446808510638
33.0,50,0.0,30.0,35.0,43.0,-8.0,0.0,1.2285714285714286
33.0,186,5.0,119.0,161.0,156.0,5.0,0.0,0.968944099378882
33.0,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,68,7.0,27.0,47.0,42.0,5.0,0.0,0.8936170212765957
33.0,74,2.0,12.0,15.0,13.0,2.0,0.0,0.8666666666666667
33.0,75,10.0,35.0,49.0,39.0,10.0,0.0,0.7959183673469388
33.0,79,1.0,28.0,65.0,72.0,-7.0,0.0,1.1076923076923078
33.0,209,0.0,5.0,1.0,1.0,0.0,0.0,1.0
33.0,211,1.0,7.0,9.0,10.0,-1.0,0.0,1.1111111111111112
33.0,87,1.0,9.0,23.0,27.0,-4.0,0.0,1.173913043478261
33.0,88,2.0,5.0,10.0,9.0,1.0,0.0,0.9
33.0,90,0.0,27.0,36.0,36.0,0.0,0.0,1.0
33.0,224,0.0,13.0,14.0,14.0,0.0,0.0,1.0
33.0,100,0.0,70.0,103.0,108.0,-5.0,0.0,1.0485436893203883
33.0,229,0.0,58.0,90.0,90.0,0.0,0.0,1.0
33.0,230,0.0,48.0,49.0,49.0,0.0,0.0,1.0
33.0,231,2.0,20.0,36.0,38.0,-2.0,0.0,1.0555555555555556
33.0,232,0.0,0.0,3.0,3.0,0.0,0.0,1.0
33.0,233,0.0,48.0,69.0,71.0,-2.0,0.0,1.0289855072463767
33.0,234,0.0,32.0,55.0,55.0,0.0,0.0,1.0
33.0,107,0.0,54.0,89.0,100.0,-11.0,0.0,1.1235955056179776
33.0,236,7.0,108.0,176.0,169.0,7.0,0.0,0.9602272727272727
33.0,237,0.0,78.0,123.0,124.0,-1.0,0.0,1.008130081300813
33.0,238,14.0,62.0,88.0,74.0,14.0,0.0,0.8409090909090909
33.0,239,0.0,53.0,88.0,92.0,-4.0,0.0,1.0454545454545454
33.0,113,8.0,29.0,49.0,41.0,8.0,0.0,0.8367346938775511
33.0,114,0.0,10.0,17.0,17.0,0.0,0.0,1.0
33.0,243,3.0,0.0,2.0,0.0,2.0,0.0,0.0
33.0,116,6.0,8.0,10.0,4.0,6.0,0.0,0.4
33.0,244,1.0,1.0,5.0,6.0,-1.0,0.0,1.2
33.0,246,4.0,17.0,25.0,21.0,4.0,0.0,0.84
33.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,249,7.0,27.0,42.0,35.0,7.0,0.0,0.8333333333333334
33.0,125,3.0,7.0,10.0,8.0,2.0,0.0,0.8
33.0,127,0.0,0.0,0.0,0.0,0.0,1.0,0.0
